State,Scheduled Employment,Category,Category Detail,Zone,Effective From,Notification Date,Daily Rate (₹),Monthly Rate (₹),PDF URL,Notes
Sikkim,All scheduled employments,unskilled,,,14-09-2022,14-09-2022,500,,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e8e497e3b17f4c4db8325466a47a0334.pdf,
Sikkim,All scheduled employments,Semiskilled,,,14-09-2022,14-09-2022,520,,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e8e497e3b17f4c4db8325466a47a0334.pdf,
Sikkim,All scheduled employments,Skilled,,,14-09-2022,14-09-2022,535,,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e8e497e3b17f4c4db8325466a47a0334.pdf,
Sikkim,All scheduled employments,Highly Skilled,,,14-09-2022,14-09-2022,565,,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e8e497e3b17f4c4db8325466a47a0334.pdf,
