State,Scheduled Employment,Category,Category Detail,Zone,Effective From,Notification Date,Daily Rate (₹),Monthly Rate (₹),PDF URL,Notes
Gujarat,All Scheduled Employments,Unskilled,,Zone I,01-10-2025,30-09-2025,500.5,13013,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e9a0de44049a4e319ba672291f1965ce.pdf,
Gujarat,All Scheduled Employments,Semi-Skilled,,Zone I,01-10-2025,30-09-2025,510.5,13273,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e9a0de44049a4e319ba672291f1965ce.pdf,
Gujarat,All Scheduled Employments,Skilled,,Zone I,01-10-2025,30-09-2025,522.5,13585,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e9a0de44049a4e319ba672291f1965ce.pdf,
Gujarat,All Scheduled Employments,Unskilled,,Zone II,01-10-2025,30-09-2025,489.5,12727,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e9a0de44049a4e319ba672291f1965ce.pdf,
Gujarat,All Scheduled Employments,Semi-Skilled,,Zone II,01-10-2025,30-09-2025,500.5,13013,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e9a0de44049a4e319ba672291f1965ce.pdf,
Gujarat,All Scheduled Employments,Skilled,,Zone II,01-10-2025,30-09-2025,510.5,13273,https://f1a40278-2118-4c25-abcb-b9aa5dc342d3.usrfiles.com/ugd/f1a402_e9a0de44049a4e319ba672291f1965ce.pdf,
